date,series,holiday_trend_factor,series_seasonal_trend_factor,white_noise,weekend_trend_factor,total_factor,value,day_of_year
2019-01-24,s_3,1.0080274566499519,0.6119744312593971,0.9460806708082512,1.0,1.1672497893214182,116.72497893214182,24
2019-01-24,s_2,1.0080274566499519,0.7089808234445478,0.9976623659141876,1.0,0.71300149432447,71.300149432447,24
2019-01-24,s_1,1.0080274566499519,0.8059872156296986,0.9226623589622389,1.0,0.37481185822050056,37.48118582205006,24
2019-01-25,s_3,1.0218208895403067,0.613704024938058,1.0298582912748244,1.15,1.4853850697419348,148.5385069741935,25
2019-01-25,s_2,1.0218208895403067,0.7102780187035436,1.0230000663117655,1.15,0.8538403092249585,85.38403092249584,25
2019-01-25,s_1,1.0218208895403067,0.806852012469029,0.9797622356644542,1.15,0.4644695034742516,46.44695034742516,25
2019-01-26,s_3,1.0461948235193326,0.6155480864510796,1.0436530061176166,1.3,1.7474470654879046,174.74470654879048,26
2019-01-26,s_2,1.0461948235193326,0.7116610648383097,0.991985740550219,1.3,0.9601399814260531,96.0139981426053,26
2019-01-26,s_1,1.0461948235193326,0.8077740432255398,0.9970106844879856,1.3,0.5476658101665156,54.766581016651564,26
2019-01-27,s_3,1.0761623881325622,0.6175060693632377,0.9456658295910374,1.3,1.6339173505620688,163.39173505620687,27
2019-01-27,s_2,1.0761623881325622,0.7131295520224283,0.9764151619759139,1.3,0.9741461315902488,97.41461315902488,27
2019-01-27,s_1,1.0761623881325622,0.8087530346816189,1.022025234234751,1.3,0.5781875131221492,57.81875131221492,27
2019-01-28,s_3,1.0977944421578465,0.6195773934819385,0.9795206465357195,1.0,1.3324784109725156,133.24784109725155,28
2019-01-28,s_2,1.0977944421578465,0.7146830451114539,1.0246297823304178,1.0,0.8038989881426795,80.38989881426795,28
2019-01-28,s_1,1.0977944421578465,0.8097886967409693,1.0501124564612057,1.0,0.4667652894258575,46.67652894258575,28
2019-01-29,s_3,1.0977944421578465,0.6217614450291429,1.0889964477249316,1.0,1.4866244621246247,148.66244621246247,29
2019-01-29,s_2,1.0977944421578465,0.7163210837718572,1.1123812471467258,1.0,0.8747469172551626,87.47469172551627,29
2019-01-29,s_1,1.0977944421578465,0.8108807225145714,0.986847103189336,1.0,0.43923595006867816,43.923595006867814,29
2019-01-30,s_3,1.0761623881325622,0.6240575768232419,1.0025898754849358,1.0,1.3466532393407988,134.66532393407988,30
2019-01-30,s_2,1.0761623881325622,0.7180431826174314,1.0599108766283125,1.0,0.8190260617611269,81.9026061761127,30
2019-01-30,s_1,1.0761623881325622,0.812028788411621,0.9749699914511859,1.0,0.4260008727247032,42.60008727247032,30
2019-01-31,s_3,1.0461948235193324,0.6264651084708299,1.044745499883402,1.0,1.3694619159484889,136.9461915948489,31
2019-01-31,s_2,1.0461948235193324,0.7198488313531224,0.9710169110149531,1.0,0.731274895288044,73.1274895288044,31
2019-01-31,s_1,1.0461948235193324,0.813232554235415,1.0341177798790873,1.0,0.4399135425269653,43.99135425269653,31
2019-02-01,s_3,1.0218208895403067,0.6289833265683213,0.9183581100895717,1.15,1.3575436781455865,135.75436781455866,32
2019-02-01,s_2,1.0218208895403067,0.7217374949262411,0.912254711328965,1.15,0.7736918108718039,77.3691810871804,32
2019-02-01,s_1,1.0218208895403067,0.8144916632841607,1.0268049374901247,1.15,0.49137970291190664,49.13797029119066,32
2019-02-02,s_3,1.0080274566499516,0.6316114849133461,1.009739284418157,1.3,1.6714946119836471,167.14946119836472,33
2019-02-02,s_2,1.0080274566499516,0.7237086136850096,0.9012703495805885,1.3,0.8547410052579666,85.47410052579666,33
2019-02-02,s_1,1.0080274566499516,0.815805742456673,0.9497282547543988,1.3,0.5076587017808615,50.765870178086146,33
2019-02-03,s_3,1.0,0.6343488047258665,1.081319423331971,1.3,1.7834275776654978,178.34275776654977,34
2019-02-03,s_2,1.0,0.7257616035443999,0.9752529717843077,1.3,0.9201415088627067,92.01415088627067,34
2019-02-03,s_1,1.0,0.8171744023629333,1.0700878900884323,1.3,0.5683914808382374,56.839148083823744,34
2019-02-04,s_3,1.0,0.6371944748789455,1.0664788441950395,1.0,1.3591088541927259,135.91088541927257,35
2019-02-04,s_2,1.0,0.7278958561592092,1.0315341505061777,1.0,0.7508494336401568,75.08494336401567,35
2019-02-04,s_1,1.0,0.8185972374394728,0.9988333722152102,1.0,0.40882111957886186,40.88211195788619,35
2019-02-05,s_3,1.0,0.6401476521391026,0.9889380332981215,1.0,1.2661327202537083,126.61327202537083,36
2019-02-05,s_2,1.0,0.730110739104327,0.9997644866108877,1.0,0.7299387882497332,72.99387882497332,36
2019-02-05,s_1,1.0,0.8200738260695513,1.0467611907053018,1.0,0.429210727321408,42.9210727321408,36
2019-02-06,s_3,1.0,0.6432074614161805,0.989989607209213,1.0,1.273537404162879,127.3537404162879,37
2019-02-06,s_2,1.0,0.7324055960621354,1.0362940540273928,1.0,0.7589875643355793,75.89875643355793,37
2019-02-06,s_1,1.0,0.8216037307080902,1.0754880979862984,1.0,0.4418125168188454,44.18125168188454,37
2019-02-07,s_3,1.0,0.6463729960226545,0.9660731084435045,1.0,1.2488871389630936,124.88871389630935,38
2019-02-07,s_2,1.0,0.7347797470169909,0.9578962185381833,1.0,0.7038427411260185,70.38427411260186,38
2019-02-07,s_1,1.0,0.8231864980113273,1.1119591890724234,1.0,0.4576748953920218,45.767489539202174,38
2019-02-08,s_3,1.0,0.6496433179423027,1.0277001157816559,1.15,1.535568580051992,153.55685800519922,39
2019-02-08,s_2,1.0,0.737232488456727,1.026278958342374,1.15,0.8700971188559548,87.00971188559548,39
2019-02-08,s_1,1.0,0.8248216589711513,0.9913981832877296,1.15,0.47019284918821314,47.01928491882131,39
2019-02-09,s_3,1.0,0.6530174581081611,0.8812405002882959,1.3,1.4962101218485908,149.62101218485907,40
2019-02-09,s_2,1.0,0.7397630935811208,1.0291152825714103,1.3,0.9896919566126265,98.96919566126266,40
2019-02-09,s_1,1.0,0.8265087290540806,1.021344084692402,1.3,0.5486973708879133,54.869737088791325,40
2019-02-10,s_3,1.0,0.6564944166896788,0.9946410698226857,1.3,1.6977384032669898,169.77384032669897,41
2019-02-10,s_2,1.0,0.7423708125172591,1.0636679804073055,1.3,1.0265268817226325,102.65268817226325,41
2019-02-10,s_1,1.0,0.8282472083448393,0.9959312183232929,1.3,0.5361702133318323,53.61702133318323,41
2019-02-11,s_3,1.0,0.6600731633889889,0.9961096423503569,1.0,1.3150104854169489,131.5010485416949,42
2019-02-11,s_2,1.0,0.7450548725417416,0.9438095780810097,1.0,0.7031899249008217,70.31899249008217,42
2019-02-11,s_1,1.0,0.8300365816944945,1.0155566749960583,1.0,0.42147459551537747,42.14745955153775,42
2019-02-12,s_3,1.0,0.6637526377462086,0.9612375347422122,1.0,1.2760478983716124,127.60478983716123,43
2019-02-12,s_2,1.0,0.7478144783096565,1.0711065043276198,1.0,0.8009889517478388,80.09889517478388,43
2019-02-12,s_1,1.0,0.8318763188731043,0.955985574070832,1.0,0.39763088012691755,39.76308801269175,43
2019-02-13,s_3,1.0,0.6675317494536768,0.9845683250226003,1.0,1.3144612329180252,131.4461232918025,44
2019-02-13,s_2,1.0,0.7506488120902577,0.9513770629026079,1.0,0.714150062117761,71.4150062117761,44
2019-02-13,s_1,1.0,0.8337658747268384,1.0858579962057053,1.0,0.45267567101779094,45.26756710177909,44
2019-02-14,s_3,1.0,0.6714093786790342,0.9708929817575565,1.0,1.3037333072913517,130.37333072913518,45
2019-02-14,s_2,1.0,0.7535570340092757,0.9248572299039363,1.0,0.6969326710484449,69.6932671048445,45
2019-02-14,s_1,1.0,0.835704689339517,1.0222178376193738,1.0,0.4271361202125058,42.71361202125058,45
2019-02-15,s_3,1.0,0.6753843763970555,0.9645891070091799,1.15,1.4983773487886112,149.8377348788611,46
2019-02-15,s_2,1.0,0.7565382822977917,0.9674547764998718,1.15,0.841704061036108,84.1704061036108,46
2019-02-15,s_1,1.0,0.8376921881985278,1.076067690508409,1.15,0.518312761529242,51.8312761529242,46
2019-02-16,s_3,1.0,0.6794555647301292,1.040286149000721,1.3,1.8377533534105623,183.77533534105623,47
2019-02-16,s_2,1.0,0.7595916735475969,0.9979753694786639,1.3,0.9854699153800537,98.54699153800537,47
2019-02-16,s_1,1.0,0.8397277823650646,0.9792975319942153,1.3,0.5345231741311042,53.452317413110414,47
2019-02-17,s_3,1.0,0.683621737297289,1.0857127964661253,1.3,1.9297638571277835,192.97638571277835,48
2019-02-17,s_2,1.0,0.7627163029729668,0.9761879192643742,1.3,0.9679207730246554,96.79207730246554,48
2019-02-17,s_1,1.0,0.8418108686486445,0.9593994801620473,1.3,0.5249613913545762,52.49613913545762,48
2019-02-18,s_3,1.0,0.6878816595716896,0.9677251936454346,1.0,1.3313608244283124,133.13608244283125,49
2019-02-18,s_2,1.0,0.7659112446787673,1.1010541243270737,1.0,0.8433097348220392,84.33097348220392,49
2019-02-18,s_1,1.0,0.8439408297858448,0.9939156892767557,1.0,0.41940301577269756,41.94030157726976,49
2019-02-19,s_3,1.0,0.6922340692464247,1.0418350690094318,1.0,1.4423874586080574,144.23874586080575,50
2019-02-19,s_2,1.0,0.7691755519348186,0.9693650198520308,1.0,0.7456118741709922,74.56118741709922,50
2019-02-19,s_1,1.0,0.8461170346232123,0.9726046603313052,1.0,0.4114686855301203,41.14686855301203,50
2019-02-20,s_3,1.0,0.6966776766085749,1.0591280731158954,1.0,1.4757417704185978,147.57417704185977,51
2019-02-20,s_2,1.0,0.7725082574564313,0.989244177946098,1.0,0.7641992961040599,76.41992961040599,51
2019-02-20,s_1,1.0,0.8483388383042875,0.9438517486007338,1.0,0.40035304796970844,40.03530479697084,51
2019-02-21,s_3,1.0,0.7012111649213779,0.963269229448352,1.0,1.350910277028794,135.0910277028794,52
2019-02-21,s_2,1.0,0.7759083736910335,0.9596023284643939,1.0,0.7445634820689367,74.45634820689368,52
2019-02-21,s_1,1.0,0.850605582460689,1.0830130835453737,1.0,0.4606084873708297,46.06084873708297,52
2019-02-22,s_3,1.0,0.7058331908144057,0.974893740548453,1.15,1.5826584270715034,158.26584270715034,53
2019-02-22,s_2,1.0,0.7793748931108042,0.9806670746057641,1.15,0.8789533909153753,87.89533909153752,53
2019-02-22,s_1,1.0,0.8529165954072029,1.0461226063966431,1.15,0.5130468158001421,51.30468158001421,53
2019-02-23,s_3,1.0,0.710542384681635,0.9664718391988012,1.3,1.7854699339151008,178.54699339151009,54
2019-02-23,s_2,1.0,0.7829067885112263,0.987844308950527,1.3,1.0054070201104135,100.54070201104135,54
2019-02-23,s_1,1.0,0.8552711923408175,0.9444012905395971,1.3,0.5250174915752053,52.50174915752053,54
2019-02-24,s_3,1.0,0.71533735108729,1.0108355726450882,1.3,1.8800299463939274,188.00299463939274,55
2019-02-24,s_2,1.0,0.7865030133154676,0.9553233599422362,1.3,0.9767741116707936,97.67741116707937,55
2019-02-24,s_1,1.0,0.857668675543645,0.9851081330638282,1.3,0.5491826520388821,54.918265203888204,55
2019-02-25,s_3,1.0,0.7202166691793411,0.9611620054328133,1.0,1.3844897961891132,138.44897961891132,56
2019-02-25,s_2,1.0,0.7901625018845059,1.0093054884017063,1.0,0.7975153498812554,79.75153498812554,56
2019-02-25,s_1,1.0,0.8601083345896705,1.0158693787893436,1.0,0.4368788597755727,43.68788597755727,56
2019-02-26,s_3,1.0,0.725178893110533,1.0812685243736735,1.0,1.5682262233211197,156.82262233211196,57
2019-02-26,s_2,1.0,0.7938841698328998,1.0556049034292239,1.0,0.8380280224304477,83.80280224304477,57
2019-02-26,s_1,1.0,0.8625894465552665,1.0529716661469184,1.0,0.4541411233700236,45.41411233700236,57
2019-02-27,s_3,1.0,0.7302225524668218,0.9429493295968364,1.0,1.3771257326101607,137.71257326101608,58
2019-02-27,s_2,1.0,0.7976669143501163,1.0672730393351182,1.0,0.851328392055514,85.1328392055514,58
2019-02-27,s_1,1.0,0.8651112762334109,0.9750072622801408,1.0,0.42174488850400826,42.17448885040083,58
2019-02-28,s_3,1.0,0.7353461527030885,1.0070912561554883,1.0,1.4811213612697178,148.1121361269718,59
2019-02-28,s_2,1.0,0.8015096145273163,0.9636033330731768,1.0,0.7723373360487191,77.23373360487192,59
2019-02-28,s_1,1.0,0.8676730763515442,1.01481269894992,1.0,0.4402628282092453,44.02628282092453,59
2019-03-01,s_3,1.0,0.7405481755860073,1.0289035691238833,1.15,1.7524911202278328,175.2491120227833,60
2019-03-01,s_2,1.0,0.8054111316895054,0.9329865204940236,1.15,0.8641533887204672,86.41533887204672,60
2019-03-01,s_1,1.0,0.8702740877930036,0.9646380038812898,1.15,0.48271218885499567,48.271218885499565,60
2019-03-02,s_3,1.0,0.745827079643929,1.0213676444242108,1.3,1.980585483457641,198.0585483457641,61
2019-03-02,s_2,1.0,0.8093703097329468,0.8917794608050801,1.3,0.9383137639268744,93.83137639268743,61
2019-03-02,s_1,1.0,0.8729135398219645,1.0457906872827338,1.3,0.5933751529867306,59.33751529867306,61
2019-03-03,s_3,1.0,0.7511813006236527,1.0850655651466454,1.3,2.1192105024708696,211.92105024708695,62
2019-03-03,s_2,1.0,0.8133859754677396,1.0219706602416332,1.3,1.0806335830940659,108.06335830940658,62
2019-03-03,s_1,1.0,0.8755906503118264,0.9817749338106883,1.3,0.5587614192908481,55.87614192908481,62
2019-03-04,s_3,1.0,0.7566092519539495,0.9245381823542584,1.0,1.3990282851078393,139.90282851078393,63
2019-03-04,s_2,1.0,0.8174569389654621,1.0175671072280137,1.0,0.8318172926665522,83.18172926665522,63
2019-03-04,s_1,1.0,0.8783046259769747,0.9645232038443,1.0,0.42357259589929064,42.357259589929065,63
2019-03-05,s_3,1.0,0.7621093252156944,0.992544427154323,1.0,1.512854727250358,151.28547272503582,64
2019-03-05,s_2,1.0,0.8215819939117708,1.038040455551279,1.0,0.8528353472329027,85.28353472329027,64
2019-03-05,s_1,1.0,0.8810546626078471,1.037127891197694,1.0,0.45688318213018614,45.68831821301861,64
2019-03-06,s_3,1.0,0.7676798906184795,0.9449896527889079,1.0,1.4508991065771675,145.08991065771676,65
2019-03-06,s_2,1.0,0.8257599179638596,1.0711350463717382,1.0,0.8845003880201415,88.45003880201415,65
2019-03-06,s_1,1.0,0.8838399453092397,0.9601377060171855,1.0,0.42430402878778406,42.43040287877841,65
2019-03-07,s_3,1.0,0.7733192974835527,1.0140195084384813,1.0,1.5683217078005276,156.83217078005276,66
2019-03-07,s_2,1.0,0.8299894731126645,0.9212501866073275,1.0,0.7646279569871596,76.46279569871595,66
2019-03-07,s_1,1.0,0.8866596487417763,1.0334295012169987,1.0,0.45815011927422655,45.81501192742265,66
2019-03-08,s_3,1.0,0.7790258747329519,0.9954746715007986,1.15,1.7836512115029373,178.36512115029373,67
2019-03-08,s_2,1.0,0.8342694060497139,0.8479824899055872,1.15,0.8135627254232054,81.35627254232054,67
2019-03-08,s_1,1.0,0.889512937366476,0.9952916109880423,1.15,0.5090617395450566,50.90617395450566,67
2019-03-09,s_3,1.0,0.7847979313846803,1.0339326976424423,1.3,2.1097134299820044,210.97134299820044,68
2019-03-09,s_2,1.0,0.8385984485385103,1.0131278413609655,1.3,1.1044896667174182,110.44896667174183,68
2019-03-09,s_1,1.0,0.8923989656923401,1.0084696283610004,1.3,0.584972214632972,58.4972214632972,68
2019-03-10,s_3,1.0,0.7906337570537799,1.0087564616722464,1.3,2.0736479692349348,207.3647969234935,69
2019-03-10,s_2,1.0,0.842975317790335,0.9677530108887804,1.3,1.0605294724654801,106.05294724654802,69
2019-03-10,s_1,1.0,0.8953168785268899,0.9059392960015189,1.3,0.5272167827101033,52.72167827101033,69
2019-03-11,s_3,1.0,0.7965316224591583,0.9371173828471456,1.0,1.4928872587878343,149.28872587878342,70
2019-03-11,s_2,1.0,0.8473987168443687,1.112160316165101,1.0,0.942443224843534,94.2443224843534,70
2019-03-11,s_1,1.0,0.8982658112295792,0.983249589367334,1.0,0.44160974501709943,44.160974501709944,70
2019-03-12,s_3,1.0,0.802489779936009,1.005030907938899,1.0,1.6130540642815487,161.30540642815487,71
2019-03-12,s_2,1.0,0.8518673349520067,0.9639119195496225,1.0,0.8211250780352101,82.11250780352101,71
2019-03-12,s_1,1.0,0.9012448899680046,0.9014049941316427,1.0,0.40619332237639105,40.61933223763911,71
2019-03-13,s_3,1.0,0.8085064639536846,0.9905535462674258,1.0,1.6017378900989179,160.17378900989178,72
2019-03-13,s_2,1.0,0.8563798479652636,0.9792210774161071,1.0,0.8385851974019873,83.85851974019873,72
2019-03-13,s_1,1.0,0.9042532319768424,0.9680812357527043,1.0,0.4376952931227592,43.76952931227592,72
2019-03-14,s_3,1.0,0.8145798916388595,1.0007892077706502,1.0,1.6304455288383124,163.04455288383124,73
2019-03-14,s_2,1.0,0.8609349187291446,1.0037401402314823,1.0,0.8641549360553714,86.41549360553714,73
2019-03-14,s_1,1.0,0.9072899458194298,1.023508784731039,1.0,0.4643096149221674,46.43096149221674,73
2019-03-15,s_3,1.0,0.8207082633038357,0.9657300743621975,1.15,1.8229400999451915,182.29400999451914,74
2019-03-15,s_2,1.0,0.8655311974778768,0.9526101256306099,1.15,0.9481908501816041,94.81908501816041,74
2019-03-15,s_1,1.0,0.9103541316519179,0.9796641079603621,1.15,0.5128087292798635,51.28087292798635,74
2019-03-16,s_3,1.0,0.8268897629798273,1.1087480976603958,1.3,2.383712374364722,238.3712374364722,75
2019-03-16,s_2,1.0,0.8701673222348705,1.0316430766143783,1.3,1.16701272152358,116.70127215235799,75
2019-03-16,s_1,1.0,0.9134448814899137,1.063435858556694,1.3,0.6314035271644387,63.14035271644387,75
2019-03-17,s_3,1.0,0.8331225589550733,1.0132871154103176,1.3,2.194900121821806,219.4900121821806,76
2019-03-17,s_2,1.0,0.8748419192163049,1.0265169522835622,1.3,1.1674520788369709,116.74520788369709,76
2019-03-17,s_1,1.0,0.9165612794775366,0.9758419132573305,1.3,0.581372293178915,58.1372293178915,76
2019-03-18,s_3,1.0,0.8394048043176106,0.9998447453783436,1.0,1.6785489656845993,167.85489656845994,77
2019-03-18,s_2,1.0,0.8795536032382079,0.9601816310225478,1.0,0.8445312133290214,84.45312133290214,77
2019-03-18,s_1,1.0,0.9197024021588053,0.9305400997577308,1.0,0.42790998252613965,42.79099825261397,77
2019-03-19,s_3,1.0,0.845734637502557,0.9667034478270373,1.0,1.6351491800409428,163.51491800409428,78
2019-03-19,s_2,1.0,0.8843009781269178,0.9862122977071085,1.0,0.872108499503191,87.2108499503191,78
2019-03-19,s_1,1.0,0.9228673187512785,0.9963614249409346,1.0,0.45975469837122174,45.975469837122176,78
2019-03-20,s_3,1.0,0.8521101828437307,1.06377344351038,1.0,1.8129043669078702,181.290436690787,79
2019-03-20,s_2,1.0,0.889082637132798,0.9369433653983089,1.0,0.8330200781524073,83.30200781524073,79
2019-03-20,s_1,1.0,0.9260550914218654,1.1029733947948956,1.0,0.5107070639763361,51.070706397633614,79
2019-03-21,s_3,1.0,0.8585295511294512,1.0034246446618935,1.0,1.7229394195476089,172.2939419547609,80
2019-03-21,s_2,1.0,0.8938971633470884,1.0828069011054418,1.0,0.9679180173508056,96.79180173508057,80
2019-03-21,s_1,1.0,0.9292647755647255,1.0373212381371846,1.0,0.481973043773037,48.1973043773037,80
2019-03-22,s_3,1.0,0.8649908401623546,1.0869559980278687,1.15,2.1624760584933647,216.24760584933648,81
2019-03-22,s_2,1.0,0.898743130121766,0.9558362496359583,1.15,0.9879089523139213,98.79089523139213,81
2019-03-22,s_1,1.0,0.9324954200811773,0.9311345250481924,1.15,0.49926024104996836,49.926024104996834,81
2019-03-23,s_3,1.0,0.8714921353230539,0.8885102353776724,1.3,2.01325717394276,201.325717394276,82
2019-03-23,s_2,1.0,0.9036191014922904,0.900350988915562,1.3,1.0576466571210479,105.76466571210479,82
